text,true,ppl,lowerppl,gpt2ppl,zlip,pred,metrics
 Golda,0,10426.507771460265,6541.158689380938,689723992117695.5,3.52164063634332,1,1.5939848376384582
 Tracie,1,10506.572856964222,10935.137417460126,1.764296591297322e+21,3.640223928941851,1,0.9608084888067693
 Gertie,0,10571.49331499504,9653.186475067554,2.029495937095264e+28,3.906890595608518,1,1.0951299182191607
 Norma,1,10761.800618607691,14342.698616441965,618925321345194.5,3.8073549220576055,1,0.7503330374850616
 Dessie,1,11373.525593322449,11018.758859956202,7.757668970458098e+20,3.906890595608518,1,1.0321966146891117
 Chelsie,0,11864.58091504637,12174.312903805157,8.606434109759761e+27,3.875,1,0.9745585651357804
 Nettie,1,11963.812669512892,39051.53870635727,7046277001487363.0,3.906890595608518,1,0.306359571628487
 Wilhelmina,0,12276.79079649397,20077.44746622885,2.5591499326341046e+29,3.82687488186464,1,0.6114716931594055
 Dreama,0,12476.123297443,8567.790427997501,414108970362257.2,3.7735572622751845,1,1.4561657877011087
 Greta,0,12521.800452556121,6407.518322732713,6.451944381957421e+22,3.8073549220576055,1,1.9542356060272263
 Ina,1,12539.988946651292,7374.305080373621,1.7539846807966452e+16,3.418295834054489,1,1.7004977160527173
 Ettie,1,12548.081864720749,12390.628877671945,6.547856908683685e+24,3.8073549220576055,1,1.0127074249905537
 Lizzie,0,12765.544273677195,12292.395841908725,3.5503939428394934e+21,3.906890595608518,1,1.0384911483370358
 Ollie,1,13140.774182250172,12838.590539746616,5.6841658066264056e+19,3.6644977792004623,1,1.0235371352928528
 Kenna,1,13172.047393202836,70178.29843206485,1.8415290182707444e+16,3.8073549220576055,1,0.18769402632287896
 Millie,0,13278.547837212758,14010.87793238095,168615196233614.22,3.7735572622751845,1,0.9477313199998921
 Cherie,0,13469.697130716584,14140.913554326587,49717889827580.67,3.906890595608518,1,0.9525337298024401
 Tommie,0,13569.3839765679,11200.981583128894,2.286977250985548e+31,3.7735572622751845,1,1.211445968003941
 Evie,0,13609.900436488871,14561.326453345313,14884602706688.406,3.7004397181410926,1,0.9346607591070207
 Dollie,0,13787.912015605212,13899.723323998383,2817619809507508.0,3.5898980954642865,1,0.9919558608623436
 Marcie,0,13812.654643425762,12205.54986488975,7.363234131254459e+21,3.906890595608518,1,1.1316700022797808
 Bertie,0,14063.47497996635,10063.540577918087,2.1633224945110037e+20,3.906890595608518,1,1.3974679061587045
 Lessie,1,14079.269737358474,14439.923481133297,4.4024768839180454e+17,3.906890595608518,1,0.9750238466120654
 Exie,0,14141.42602500296,15032.45263270892,3754941917962.097,3.7004397181410926,1,0.940726464970381
 Addie,1,14148.413661883735,14343.437261679446,626397816559572.9,3.521640636343319,1,0.9864032870059156
 Lucie,1,14183.64714829874,14085.743057331467,1240920100674.915,3.8073549220576055,1,1.0069505804960937
 Maddie,0,14220.419398279042,12419.971750060859,1.0096976543072496e+22,3.7735572622751845,1,1.144963908489515
 Claudie,0,14222.114705418797,9776.769643869502,1.4405818244165468e+18,4.0,1,1.4546844431725705
 Ruthie,0,14234.476209350185,14010.837846994991,23265977805339.957,3.906890595608518,1,1.0159618121912073
 Queenie,1,14256.199280104973,14041.255496866366,922572521893051.6,3.875,1,1.0153080173839566
 Janie,1,14258.034827361056,52929.93004310194,1.3053372534126432e+17,3.8073549220576055,1,0.269375659777945
 Sandie,0,14281.591575791666,13937.354390916165,220819355853022.8,3.7735572622751845,1,1.0246988901351222
 Lottie,0,14348.93041881969,13840.952363344362,4.718941435818172e+23,3.7735572622751845,1,1.0367010912356456
 Stephenie,0,14380.829498369898,12674.104432356417,5.193831910470139e+25,4.169925001442313,1,1.1346623799040418
 Majorie,0,14399.150186469487,14048.984105876016,1.3776429708684328e+16,3.875,1,1.0249246549041944
 Mittie,0,14434.264715723364,15549.947686752828,4.922476092134392e+20,3.906890595608518,1,0.9282516575936827
 Amie,1,14466.443177296056,15036.625006259708,5.952311645136943e+16,3.7004397181410926,1,0.9620804649496622
 Audie,0,14478.105728461527,13915.267817780623,1385595896148.863,3.8073549220576055,1,1.040447508308947
 Margie,1,14485.163028095361,14220.541453641585,34859749614356.367,3.906890595608518,1,1.0186084035770673
 Gracie,1,14485.839936180702,12275.696141682492,1.2669517888298772e+18,3.7735572622751845,1,1.1800422370340042
 Mellie,0,14517.316509244087,14164.155225643146,36718175146828.22,3.7735572622751845,1,1.0249334519408237
 Jaimie,0,14530.114734996398,13570.403100709274,3.088016248820433e+22,3.7735572622751845,1,1.070720937850178
 Cassie,1,14530.6413104328,13627.732842126783,13044186982390.486,3.906890595608518,1,1.0662552222564048
 Rickie,1,14629.140182441839,12442.805428966321,7.761609808372066e+21,3.373557262275185,1,1.175710756385037
 Rossie,0,14644.215494739889,11915.323498673328,3.622971865711178e+23,3.906890595608518,1,1.2290237437842455
 Kathie,1,14645.31883546626,14656.96484498854,2.0914629543147264e+23,3.906890595608518,1,0.999205428296687
 Susie,1,14685.920820603817,14766.223509183294,4216201945494.457,3.8073549220576055,1,0.9945617314725369
 Francie,0,14713.215027724253,13824.488861141148,1051611226151694.4,4.0,1,1.0642863671496166
 Rosie,0,14716.653175115045,73055.49299644172,2406115481343993.0,3.8073549220576055,1,0.2014448547466765
 Goldie,1,14719.685024513008,13624.756987183457,1032333947635111.4,3.5898980954642865,1,1.0803631241540328
 Tessie,0,14768.152892251968,11159.297713459431,3.1749386780959416e+18,3.906890595608518,1,1.323394470822284
 Tobie,1,14803.842572438192,14718.239203612538,1842982804089791.2,3.8073549220576055,1,1.0058161419746896
 Lennie,0,14804.435542180323,10612.646305454542,3.829402731463757e+23,3.7735572622751845,1,1.3949805841141942
 Pattie,1,14839.476981674674,12237.578863885978,1.1828552777226378e+20,3.906890595608518,1,1.2126154320824927
 Torie,1,14846.922815818332,14593.607245765308,35676692577834.81,3.8073549220576055,1,1.017357981874326
 Nickie,1,14904.193394100661,15071.20988248502,7338034196547.61,3.640223928941851,1,0.9889181764644883
 Mattie,1,14978.345584144254,14581.031203816568,5300915218147.6,3.906890595608518,1,1.027248716141811
 Birdie,1,15104.592218298027,14074.826089191243,225458266990313.44,3.7735572622751845,1,1.0731636840541563
 Joie,1,15202.38513170793,14342.411375789014,51498247476290.0,3.7004397181410926,1,1.0599601931214029
 Hallie,0,15541.719444424683,14579.390440652804,2294819398797269.0,3.7735572622751845,1,1.0660061206049154
 Allie,1,15988.416801278461,15821.206196601355,5.128258544835109e+16,3.6644977792004623,1,1.0105687646440653
 Candice,1,20640.312774645303,21673.89522994626,6545019997546.97,3.875,1,0.9523121042925
 Joann,1,21357.009624573628,20793.7869217079,309871828235377.9,3.8073549220576055,1,1.0270861053345577
 Jannette,1,21555.98565283074,22380.395778867914,3.021268902701026e+23,4.08746284125034,1,0.9631637378452618
 Clarice,1,21586.535003792043,22263.122174144763,15738645082466.713,3.875,1,0.96960951096345
 Joeann,0,21705.17056722306,18614.755688078076,1.5971699840395038e+21,3.906890595608518,1,1.1660196314649598
 Janice,1,21770.53483067875,21780.461328998295,166115716621225.1,3.906890595608518,1,0.999544247563465
 Melvina,0,21896.3722628219,20976.380060728618,1.5632337955089853e+23,3.875,1,1.0438584827043473
 Breann,1,22253.591151129913,22793.70702071407,10280983703484.668,3.906890595608518,1,0.9763041672382066
 Luann,1,22479.199363398835,19940.71487536807,5.11862708417387e+25,3.8073549220576055,1,1.1273015789000849
 Roseann,1,22626.572395168234,20671.240015858268,2.602081759659729e+18,4.0,1,1.0945919247132685
 Nannette,0,22750.84787052083,22361.674596777462,1.143276245221472e+23,3.969815782426811,1,1.017403583620676
 Berenice,1,23399.33662675936,21199.964770485265,1.400078455721849e+29,3.969815782426811,1,1.1037441278834612
 Roni,0,23433.36994062733,51536.82501096209,3421841429330885.5,3.546593564294939,1,0.45469176526964855
 Daniele,1,23502.257535630702,46452.487858593915,2.0855546109071218e+26,3.875,1,0.505941847661076
 Keli,0,23593.860253130417,61905.08600990511,193695479727732.1,3.546593564294939,1,0.3811295932834224
 Joni,0,23689.163345177374,46368.260375127385,1.547289786472233e+16,3.546593564294939,1,0.5108917857501635
 Randi,0,24031.070831516372,70861.0435144966,3049608206104175.0,3.8073549220576055,1,0.3391295081140055
 Geri,0,24062.213386199626,24407.456690759704,2157104443382.4,3.546593564294939,1,0.9858550069786345
 Agustina,0,24310.504185028607,24521.148336948736,1.8001232824134383e+24,4.08746284125034,1,0.991409694642941
 Pei,0,24458.62602823715,24471.085051308335,93109275238865.06,3.584962500721156,1,0.9994908675669648
 Albina,0,24501.62947646027,24512.01812069335,5.176991233469199e+26,3.7735572622751845,1,0.9995761816027581
 Margarito,1,24521.803130993714,24980.711362578888,2.8954861277168294e+22,3.905764584655453,1,0.9816294970577732
 Mindi,0,24564.54282991583,24505.321673433613,8.658217001363413e+16,3.8073549220576055,1,1.0024166651338602
 Marti,1,24646.95489085843,25371.75316707528,55039090706241.47,3.8073549220576055,1,0.9714328658550322
 Arnulfo,0,24853.770051728985,24794.292997102762,3.729192096136241e+23,4.0,1,1.0023988203508434
 Mandi,0,24952.901049703512,25008.671920743684,21797163871319.36,3.8073549220576055,1,0.9977699387149819
 Cindi,1,24963.635778403397,26059.335499114575,1.534796823919779e+26,3.8073549220576055,1,0.9579536584596178
 Patti,1,24983.451211044907,48515.21782225355,3.824542319413696e+16,3.8073549220576055,1,0.5149611262712953
 Candi,1,25165.643188166552,23834.78365675592,674164586928.9038,3.6644977792004623,1,1.055836862233629
 Christi,1,25191.9127008892,24275.231696489904,38421938769299.98,4.0,1,1.0377619878508448
 Sarina,1,25205.15388848637,27816.140775225253,93525412148351.86,3.7735572622751845,1,0.9061341072495439
 Cristina,1,25223.429016531467,32779.096564623476,4.794343846439591e+20,3.969815782426811,1,0.769497382784906
 Trina,0,25291.355235390038,24100.934017335407,747660849299856.1,3.8073549220576055,1,1.049393157012022
 Cheri,1,25314.375914953216,24565.643903550972,18609356218073.293,3.8073549220576055,1,1.0304788270294032
 Mozell,1,25362.076457135518,27476.569059328987,2.1896626410308406e+24,3.7735572622751845,1,0.9230437905974456
 Selina,0,25408.946055362983,25919.27392468508,4.717440360802736e+20,3.7735572622751845,1,0.9803108732596066
 Inell,0,25435.396771868174,27274.382086864254,5.3197274532279616e+17,3.8073549220576055,1,0.9325746295868693
 Vicki,1,25548.028486189687,25921.152602250808,5.265391903196455e+26,3.6644977792004623,1,0.9856054195665388
 Karina,1,25610.40453160922,19719.152408204707,2.3298747683203968e+24,3.906890595608518,1,1.2987578776942406
 Keri,1,25766.139399396405,51088.23666416292,4.950836146722503e+16,3.546593564294939,1,0.5043458353979692
 Joi,1,25842.89514244817,24039.48314170089,20250723852872.34,3.584962500721156,1,1.0750187510320857
 Corina,1,25848.638229847744,26121.178707110208,17971594384825.88,3.906890595608518,1,0.9895663024889348
 Ernestina,0,25850.215953668772,48064.05925001987,6.1586109819023846e+26,3.725480556997868,1,0.5378283972895628
 Evangelina,0,25884.555281950194,25613.726408992527,167068963035133.78,3.787143960698142,1,1.010573583422933
 Jayna,0,26000.167745629646,23182.39456477936,7.193666547183204e+21,3.8073549220576055,1,1.1215479778405326
 Holli,1,26215.062568884838,26439.498504358235,3.9047223924489344e+23,3.6644977792004623,1,0.9915113391641523
 Gianna,1,26270.97351871958,20808.69488438255,8.637836048477742e+25,3.906890595608518,1,1.2624998186905325
 Domingo,1,26346.720392663312,48512.67316454488,117566082772749.58,3.875,1,0.5430894377496108
 Eboni,0,26382.23505173559,26460.535904781005,1.54493080759109e+20,3.8073549220576055,1,0.9970408440204241
 Emelina,0,26453.433280728834,26965.23941365102,1.1382971908903117e+20,3.875,1,0.9810197816132467
 Dina,1,26710.905981903634,26595.607725453727,1746939056032936.8,3.546593564294939,1,1.0043352367669176
 Wendell,1,26767.67023454291,25637.68843396351,2.967244583256918e+20,3.875,1,1.0440750266347125
 Darnell,1,26786.643992194047,26151.33853283661,751331928704650.1,4.0,1,1.024293420337155
 Lorina,0,26807.701950217102,22186.247582619315,4.818141798854983e+20,3.906890595608518,1,1.2083026591309758
 Reina,1,26828.5461904219,26123.072019113086,111903668604778.58,3.8073549220576055,1,1.0270057890125883
 Kristina,1,26857.627290461,31560.06235929776,8.914379874566974e+22,3.8521687236032816,1,0.851000450654959
 Jonna,0,26873.12788649804,41719.357653595885,2.1954959850719148e+16,3.8073549220576055,1,0.6441404997083359
 Irina,1,26903.488827156594,25797.414591959423,66451512852125.36,3.8073549220576055,1,1.0428753909138597
 Odell,0,26916.346138789224,26485.656381204073,58089084402825.27,3.8073549220576055,1,1.0162612453845319
 Edwina,0,26936.24729903627,23904.3839535161,6.596400214079661e+26,3.906890595608518,1,1.1268329420835885
 Shayna,0,27109.195051782393,23303.354877706635,5.5520750022036085e+25,3.906890595608518,1,1.1633172645762113
 Dionna,1,27225.317734130786,24384.4235687596,3.76200646018432e+25,3.7735572622751845,1,1.1165044626689815
 Vicenta,0,27437.069199982896,29881.976817022438,475909768229874.2,4.0,1,0.9181811955744914
 Catalina,1,27475.062387992133,21743.446905807796,3.976048339861341e+25,3.969815782426811,1,1.2636019719878633
 Rolando,1,27551.180393978746,64458.08993036192,1727232187933173.8,4.0,1,0.4274278127655349
 Elna,1,27606.518184884204,28850.763581766816,260549329525160.38,3.546593564294939,1,0.9568730514408654
 Eunice,1,27644.83829001115,26579.15187586363,2.737433219392713e+22,3.906890595608518,1,1.0400948239102867
 Madeleine,0,27792.541282169965,29102.468606573715,6.791277840164612e+21,3.836591668108979,1,0.9549891336672428
 Jina,0,27854.79170022289,26381.618637467418,2500647467671967.0,3.546593564294939,1,1.0558408899393026
 Edmundo,0,28137.856062939303,32524.674490401558,1.317061798453121e+25,3.875,1,0.8651233718339946
 Serena,1,28225.52600963172,7323.043502630366,3.325276959104262e+18,3.906890595608518,1,3.854343620858375
 Delfina,0,28278.536812370574,27992.081689579707,4.45476386283829e+25,3.875,1,1.0102334340820927
 Ghislaine,0,28281.66533307016,28435.87572037789,1.343998962486661e+28,4.058813890331201,1,0.9945769073959899
 Lorena,1,28462.749348965855,26362.780921560334,1.8198246233161956e+16,3.906890595608518,1,1.0796565595129648
 Vonda,0,28790.021161985635,31184.643138739793,7664930375258105.0,3.8073549220576055,1,0.923211499772483
 Wilfredo,0,28798.781055291234,30715.739776815244,3.3745133558755616e+22,4.08746284125034,1,0.9375903450331038
 Kimberley,1,28799.577541382467,102772.98431470523,1.745175311161891e+24,4.169925001442313,1,0.28022517525806334
 Kaitlin,1,28815.910361626695,29567.63119050089,9.607026815588136e+22,3.75,1,0.9745762241137633
 Karol,0,28849.993193550028,25794.929876122304,1.816315783432693e+24,3.8073549220576055,1,1.1184365816111683
 Lynna,1,28855.166194808855,27855.057345483914,118239376483843.53,3.8073549220576055,1,1.035904031247205
 Minna,0,29028.52816245917,28549.226130294068,3658936564993932.5,3.8073549220576055,1,1.0167886173158476
 Jamar,1,29182.636032831975,29069.667672802487,3646604797025472.0,3.6644977792004623,1,1.0038861249224111
 Josefina,1,29208.794721149956,50000.182739251715,1.8640511005442055e+23,4.08746284125034,1,0.5841737593934858
 Eveline,0,29274.091667473658,29895.986706879758,1.8133820047609152e+22,3.875,1,0.9791980426836694
 Phyllis,1,29389.11566163608,28801.788592356115,2.5414158135528815e+21,3.75,1,1.0203920345917628
 Stephaine,0,29413.08907045928,35336.24039004712,1.6122119142953082e+25,4.058813890331201,1,0.8323774330770014
 Jordon,1,29505.32320011472,29519.564701302304,2.962217110001734e+16,3.906890595608518,1,0.999517557208865
 Consuelo,1,29600.824626630525,29705.940046712873,2.3738571838370904e+26,4.08746284125034,1,0.9964614679785574
 Nickole,1,29603.040728957985,32384.620691301425,104745890364298.52,3.875,1,0.9141079962350592
 Alvaro,0,29844.141630186485,29061.033242297744,4.652719739006343e+21,3.906890595608518,1,1.0269470249512307
 Hipolito,0,29881.278632170583,29423.14689668683,6.683053856286593e+24,3.734521664779752,1,1.0155704533268446
 Sharyn,0,29962.562715178225,30914.177744075332,6.288860923500842e+16,3.906890595608518,1,0.9692175209454024
 Lavonda,1,30003.36632289507,29414.351370387674,498154003640108.25,3.875,1,1.0200247472769493
 Inge,1,30023.201990661244,41160.19693210947,190559435652484.44,3.7004397181410926,1,0.7294231861956872
 Karyn,1,30028.843094809654,32657.764899487393,3.2957166813842836e+16,3.8073549220576055,1,0.9195008656358169
 Rolland,0,30163.10970408329,32383.076509067898,1.0842446156242872e+16,4.0,1,0.9314466985753199
 Wonda,0,30258.47488453613,9645.684203640269,388657598853.3514,3.6644977792004623,1,3.136996219834423
 Modesto,0,30339.555307532824,33648.86701832852,2386616957839485.0,4.0,1,0.901651615521167
 Madge,1,30403.740971927487,33723.912961083646,663275778475774.4,3.8073549220576055,1,0.9015484355867145
 Sharonda,1,30437.132847544915,30808.811948721283,892511283622577.9,3.969815782426811,1,0.9879359482671712
 Armand,1,30451.272334234724,30356.28380127891,1295988250409750.8,3.906890595608518,1,1.003129122575663
 Bernadine,1,30523.421912880865,38033.55054807383,7.554120717599385e+22,4.058813890331201,1,0.8025393757098677
 Cristine,0,30539.567345713032,39653.61338898583,1.3654999744524435e+17,3.969815782426811,1,0.770158498448358
 Aldo,1,30632.266367400738,38857.78297024869,9.356443940254689e+27,3.7004397181410926,1,0.7883173981092594
 Arnoldo,0,30714.875651012728,38611.533943570284,2.480195547370987e+24,4.0,1,0.7954844709330039
 Lissette,0,30762.07197547257,30553.81269478567,1.1740805544002917e+17,4.08746284125034,1,1.0068161470637818
 Earleen,0,30779.88468845276,32733.909306873396,5795026051394710.0,3.875,1,0.9403057972666181
 Taryn,0,30787.077255137272,31703.563905201638,4127922291356757.0,3.8073549220576055,1,0.971091999221135
 Edwardo,0,30798.823833419003,27882.97749657657,2.273100756467547e+24,4.0,1,1.104574424922892
 Fausto,0,30809.399585778898,29076.918140155965,1.0111430719844213e+22,3.906890595608518,1,1.0595827053359665
 Pauline,1,30830.209160542396,29906.936949126033,1.3739426207346082e+23,4.0,1,1.030871506934559
 Geraldine,1,30855.94662887262,33376.7266138524,3.7105580410766034e+23,4.058813890331201,1,0.9244749188815427
 Charley,1,30888.421161664333,30476.490007866887,66033304454518.82,4.0,1,1.0135163581400324
 Marlin,0,31033.751769819693,29613.43180298032,562631463201346.3,3.906890595608518,1,1.0479620185964542
 Janine,0,31075.21397147267,30929.63020278589,149788217683998.53,3.7735572622751845,1,1.0047069353151745
 Martine,1,31125.427624725333,32138.240571181806,171258086100044.62,4.0,1,0.9684857375993178
 Ligia,1,31179.691822979512,33940.21524643456,84858495435627.33,3.6644977792004623,1,0.918665117371492
 Maris,1,31232.918735917967,30392.31898280112,66959031711100.6,3.521640636343319,1,1.027658295952755
 Patsy,1,31238.31047312097,31428.702798781833,1.0913037718209222e+25,3.8073549220576055,1,0.9939420876871748
 Aline,0,31530.279380437543,34121.92789005389,2106961558513617.2,3.6644977792004623,1,0.9240474184821257
 Genia,1,31607.653078286065,34520.49192000777,9179009755270.027,3.8073549220576055,1,0.9156200077197205
 Tomasa,1,31634.46192994519,7459.206945965238,4.2053274527256945e+27,3.906890595608518,1,4.2409953442914725
 Justine,1,31724.735383403084,30065.292398901238,3.095124522902778e+20,3.875,1,1.0551946398020893
 Delaine,0,31749.947866030034,33171.16408674808,95150548651646.0,3.75,1,0.9571550694753632
 Kecia,1,31835.768665550455,40441.76559939345,3731515402964170.0,3.8073549220576055,1,0.7872002666972564
 Cleo,1,31843.98236324989,31409.87057194224,3770695425424.1484,3.7004397181410926,1,1.0138208717006123
 Cecelia,1,31889.005521248964,33710.07022133362,4.063692774840535e+19,3.875,1,0.9459786144577005
 Cathleen,1,31894.951567875436,31680.472874147556,32665795089251.562,3.969815782426811,1,1.0067700597330067
 Carmine,1,31921.547454542906,71946.54034574752,4.919772208549063e+16,4.0,1,0.44368425918939497
 Ernesto,1,31954.53399536623,47543.28452526361,1.9437121308186995e+26,3.75,1,0.6721145649578794
 Vilma,0,32035.331703076237,34959.40019502777,57797979243440.34,3.8073549220576055,1,0.9163581618780915
 Dorian,1,32154.918178515636,53641.35958729808,2.290098247239808e+16,3.906890595608518,1,0.5994426395211971
 Selma,1,32162.125336205063,31276.526115345903,5.903806179956093e+20,3.6644977792004623,1,1.0283151401659227
 Waldo,0,32163.812351057582,42621.670624853075,2.7468458531628746e+17,3.6644977792004623,1,0.7546351862684278
 Josephine,1,32198.61525794988,60025.32483784514,7.902224251568788e+21,4.058813890331201,1,0.5364171763323653
 Willard,1,32215.6928729638,36151.16033833984,1.3844801995257776e+22,4.0,1,0.8911385574199036
 Charleen,1,32216.614584515268,34095.28704752384,955630974322482.1,3.969815782426811,1,0.9448993504471754
 Cinthia,0,32347.966248144738,34754.61201711027,3.2792623841110194e+23,4.0,1,0.9307531970783993
 Shirleen,1,32375.6654592229,47492.37140631732,4.223073073901952e+26,3.969815782426811,1,0.6817024397926015
 Margurite,1,32402.569488780864,32792.07227392485,5.2354503060334035e+19,4.058813890331201,1,0.9881220441974413
 Nichole,1,32448.490723063685,32074.92004262348,6.570855401998474e+25,4.0,1,1.0116468156411234
 Maryjo,0,32509.262223698046,47627.01195737597,2.3192860220217474e+27,3.906890595608518,1,0.6825803443808813
 Lindy,0,32549.00165396457,35765.20314497348,3.894031283835736e+25,3.8073549220576055,1,0.9100745638722614
 Gerardo,1,32564.65015244185,33879.99967455433,376543118214004.2,3.875,1,0.9611762238858468
 Alleen,1,32583.537718586704,32165.468779003793,1.997764004254309e+16,3.906890595608518,1,1.0129974458776054
 Florine,0,32603.58666778231,28300.48421117336,1.1742217940612315e+21,4.0,1,1.1520504887654903
 Adolfo,1,32646.025393397602,32603.089180326202,1.520430099171344e+23,3.773557262275185,1,1.0013169369575357
 Raymundo,0,32649.808354189885,31879.032035231747,2.5621940234769735e+25,3.969815782426811,1,1.0241781594279995
 Glynis,1,32723.609156519662,38291.119077783944,3.169283648354883e+23,3.906890595608518,1,0.8546004907833972
