text,true,ppl,lowerppl,gpt2ppl,zlip,pred,metrics
 Harland,0,16198.29526941556,15476.374759125363,19062804560155.26,4.0,1,1.0466466159889627
 Trenton,1,16219.194298109398,16294.05293346447,1.5938165229202354e+23,3.875,1,0.9954057694754797
 Marta,0,16224.856511661786,13235.928026556789,31923276703665.34,3.8073549220576055,1,1.225819336514067
 Kiera,0,16307.507680239705,49597.32787897358,5.471637015043989e+16,3.8073549220576055,1,0.32879811025370087
 Jayson,0,16403.027101632688,55311.77427641371,1.1629413076402662e+17,3.906890595608518,1,0.2965557933408645
 Etha,0,17101.55031931738,15445.337341659802,940813853217.5806,3.546593564294939,1,1.107230612127219
 Eda,1,17315.4029855178,12352.475729446036,292231393279870.1,3.584962500721156,1,1.401775916405248
 Aleta,0,17357.389218639888,18672.00632099331,1.9092530970187594e+24,3.6644977792004623,1,0.9295942235797461
 Teressa,1,17855.846514012454,15477.865532453683,9.658370419727935e+24,3.875,1,1.15363752686523
 Maura,0,18128.708672313765,49870.523806128724,1.518902956437652e+16,3.8073549220576055,1,0.3635155055276536
 Rashad,0,18175.032810708188,16793.471027001622,1202696958691486.5,3.7735572622751845,1,1.0822677921369086
 Rolland,0,18274.10028270534,18658.53127686955,7768932396716545.0,4.0,1,0.9793965029476475
 Eldon,1,18437.600600853457,18456.741340499815,3779508754853.0566,3.8073549220576055,1,0.9989629404620654
 Brenton,1,18455.544462336617,17795.929747306465,8.840095164898365e+21,4.0,1,1.0370654820735055
 Ollie,1,18605.713030016683,20670.638758866622,2.782250819099781e+19,3.6644977792004623,1,0.9001034388468429
 Piedad,0,19315.31868392551,17207.725976749993,5.106862525181153e+16,3.640223928941851,1,1.1224794438279158
 Una,1,19322.77122297539,15629.48871328525,1146276498752.4246,3.584962500721156,1,1.2363021962804712
 Natividad,1,19356.873970621433,13783.501172211125,9.602070851633895e+20,3.9477027792200903,1,1.40435102292056
 Arnoldo,0,19775.338958105523,30118.555678276414,1.106929504681995e+24,4.0,1,0.6565832428800318
 Ettie,1,19868.211772487648,20601.699137328043,2.784184909447601e+24,3.8073549220576055,1,0.9643967538817516
 Allie,1,19965.86161430304,17086.959715191773,6.8302709418483544e+16,3.6644977792004623,1,1.1684853213852713
 Gertie,0,20289.544534834768,18957.756360309828,1.2897259563112381e+28,3.906890595608518,1,1.070250305427133
 Kaitlyn,1,20450.68614553205,23024.143202981137,9.590403068737122e+22,3.875,1,0.8882278904035014
 Gracie,1,20562.33411108567,17849.58106581675,6.733968482770708e+17,3.7735572622751845,1,1.1519785274100376
 Jacquelyn,0,20565.756300683894,25241.749491577153,2.393391601768557e+23,3.9477027792200903,1,0.8147516204273567
 Phebe,1,20612.242616898802,26688.67686683035,1.0294136967904703e+18,3.6644977792004623,1,0.7723216373651121
 Clifton,1,20635.22505259449,20016.326624023586,2247122309187460.2,3.875,1,1.0309196807284362
 Hyon,0,20647.675954625123,17434.774061513748,30546872770643.125,3.7004397181410926,1,1.184281246305547
 Rebekah,1,20862.046228851163,24430.068897198355,1.6084669640530915e+24,3.75,1,0.8539495453999161
 Armand,1,20944.486935962854,18565.87656816833,965583465590995.6,3.906890595608518,1,1.1281173209926814
 Goldie,1,20968.069781511178,23932.657538847747,794458199381363.2,3.5898980954642865,1,0.8761279330335789
 Granville,1,20986.91514567334,14618.652464275656,214213322646720.03,4.058813890331201,1,1.435625834662951
 Bertie,0,21088.192847501494,20029.846239821793,9.258854585624116e+19,3.906890595608518,1,1.0528384788883491
 Nathalie,0,21121.674492892093,31976.208512130524,1.4230331039145343e+22,3.969815782426811,1,0.6605434313727143
 Pattie,1,21221.831548744354,20681.750051960356,5.544681928408552e+19,3.906890595608518,1,1.0261139166379591
 Lillie,1,21259.66102720633,18902.729981147113,1.7080655701123816e+21,3.5898980954642865,1,1.1246873360837262
 Bettye,1,21287.93273244185,18914.965291390305,2.8653849882276037e+24,3.906890595608518,1,1.1254544961883524
 Nellie,1,21465.35416872515,20107.560079686613,3.1335971414120055e+21,3.7735572622751845,1,1.0675265464162522
 Mittie,0,21520.36859634352,19377.745188069355,1.8967848079698972e+20,3.906890595608518,1,1.1105713480840564
 Mattie,1,21564.415830701968,22859.711329411122,3851297237744.43,3.906890595608518,1,0.9433371891690234
 Shelton,1,21565.300162303796,16923.71507513864,38314654440506.336,4.0,1,1.2742651401632117
 Exie,0,21612.345336388524,22492.516201925464,3072765747357.4805,3.7004397181410926,1,0.960868279136258
 Porsha,1,21839.15735562439,30068.604254721162,1.4145540893444976e+21,3.906890595608518,1,0.7263109777433503
 Glynis,1,21841.052735222896,19807.982915081288,1.472358997057767e+23,3.906890595608518,1,1.1026389122434916
 Addie,1,21905.572719670537,23137.028247014245,446227340619598.4,3.521640636343319,1,0.946775553273458
 Tobie,1,21908.602092523644,20932.865165915864,1043077309758575.6,3.8073549220576055,1,1.0466126790993013
 Adrianna,1,21959.924734594824,22169.4964136173,1.268128051925622e+20,3.969815782426811,1,0.9905468453088655
 Maddie,0,22006.980780961665,19265.812607435375,4.339649824715597e+21,3.7735572622751845,1,1.1422814718164742
 Tracie,1,22042.362624055546,19381.256717201173,8.025968085058088e+20,3.640223928941851,1,1.1373030627313552
 Ernesto,1,22066.224121353378,25715.68417527545,8.888908692631994e+25,3.75,1,0.8580842714878698
 Edwardo,0,22109.849294112944,37523.90368176911,2.3158699136836555e+24,4.0,1,0.589220393528911
 Corinne,0,22118.569907164707,18470.088267963496,1.4095808166367318e+19,4.0,1,1.1975346076461113
 Hallie,0,22133.435561480626,22973.247082625116,1848968361151886.0,3.7735572622751845,1,0.9634439346721846
 Cherie,0,22193.4214582725,23042.254309277643,34300648582358.19,3.906890595608518,1,0.9631619007579753
 Claudie,0,22195.876768421236,19993.2421871828,7.761283132414644e+17,4.0,1,1.1101689541204325
 Evie,0,22246.99187686641,22533.65299896528,9915377550878.502,3.7004397181410926,1,0.987278533040691
 Marcella,1,22266.944220391928,14849.57788987471,4.6065967303201384e+20,4.08746284125034,1,1.499500146436809
 Kristin,1,22279.349155589334,26710.116314921423,3.3372608109709195e+22,3.75,1,0.834116515739137
 Lashawna,0,22291.420858903733,24357.613907581457,2.044579538427403e+25,3.969815782426811,1,0.9151726003820675
 Yvonne,1,22351.685712349274,24952.15145732592,1.3139361118097039e+26,3.7735572622751845,1,0.8957819028381557
 Kylee,0,22355.736162737718,18138.19410575883,5.035679215571534e+26,3.8073549220576055,1,1.2325227104962908
 Rosie,0,22368.38255255177,43188.7804654201,1725177684009960.2,3.8073549220576055,1,0.5179211432112891
 Lessie,1,22386.73572846088,22811.952310582223,5.4175151498429926e+17,3.906890595608518,1,0.9813599214862426
 Theresia,0,22411.194434811303,30816.114134762196,1.9045941308376641e+28,3.969815782426811,1,0.7272556928107395
 Dollie,0,22411.557778425693,23092.917903951162,2271885376679547.5,3.5898980954642865,1,0.9704948448541928
 Stephenie,0,22428.769912795815,21101.711951054436,2.928121730976474e+25,4.169925001442313,1,1.0628886397852222
 Gerri,1,22476.45548798407,24874.494587088397,7793825041556.475,3.8073549220576055,1,0.9035944593483689
 Lottie,0,22500.776174197483,20203.40924547126,2.321383500900813e+23,3.7735572622751845,1,1.113711844412655
 Isidra,0,22512.53845745435,60556.23664110858,1.8137668897094018e+23,3.906890595608518,1,0.3717625088044477
 Daron,1,22583.995202571703,55375.47948258644,8599949141092197.0,3.8073549220576055,1,0.4078338537849328
 Maryjane,0,22588.561672729775,27629.52055717109,6.543712694933543e+28,3.8521687236032816,1,0.8175517061901039
 Evon,1,22616.648516839075,19025.013702270626,10520495151573.246,3.7004397181410926,1,1.1887848739966893
 Nickie,1,22620.0135181668,23763.470941202973,5922357469691.532,3.640223928941851,1,0.9518817168642837
 Terri,1,22626.48608180902,23686.271778095805,18955086234258.81,3.8073549220576055,1,0.9552573868012932
 Zulema,1,22635.518402129666,29469.089049885068,4.027361406125086e+21,3.7735572622751845,1,0.7681105569233042
 Mellie,0,22640.19245120428,21296.80644820141,25452717416232.594,3.7735572622751845,1,1.0630792229938457
 Sallie,0,22661.837344087937,20239.6645853009,4.1883348413791325e+24,3.640223928941851,1,1.1196745503651353
 Margie,1,22685.341782152493,23333.131568602636,23922749466714.074,3.906890595608518,1,0.972237340515329
 Ruthie,0,22734.743625204133,21936.49198682464,15562881521610.877,3.906890595608518,1,1.0363892111308834
 Torie,1,22800.77289188267,21411.17462388271,22606746276538.473,3.8073549220576055,1,1.0649006087900454
 Laverna,0,22825.379202257685,19075.31081337507,5.54715506788229e+22,3.875,1,1.1965927803521386
 Hiram,1,22828.6010903574,18403.186747483014,2.9612194963925526e+25,3.8073549220576055,1,1.2404700013968855
 Millie,0,22835.80844558529,21883.544028249053,113593073340380.61,3.7735572622751845,1,1.0435150913447555
 Christiane,1,22860.081944648187,48909.018918671136,7989230803277929.0,4.247927513443588,1,0.4674001329419694
 Majorie,0,22881.020558222965,20301.293152859784,1.553541262718874e+16,3.875,1,1.1270720729925414
 Janie,1,22907.701414888776,60606.038408081426,9.059276577702872e+16,3.8073549220576055,1,0.3779772117861144
 Rossie,0,22926.73760973541,16925.47439523034,1.9287572217438385e+23,3.906890595608518,1,1.35456986754807
 Lennie,0,22941.4134788809,17947.670470450717,2.0655556620034225e+23,3.7735572622751845,1,1.2782390626489353
 Francie,0,22969.479044411324,21245.220144204337,726584287180352.5,4.0,1,1.0811598509454543
 Sandie,0,22971.9106727596,21823.25098427126,143734301019888.72,3.7735572622751845,1,1.0526346734185579
 Joie,1,23010.325083495285,23306.044114000302,46254568376079.836,3.7004397181410926,1,0.9873114875669795
 Tessie,0,23011.839293881985,19392.312946807157,1.6554103488678305e+18,3.906890595608518,1,1.1866474802156473
 Kathie,1,23027.074720384007,20163.622607296813,7.278758455338445e+22,3.906890595608518,1,1.1420107968124225
 Phoebe,0,23038.70565137448,27249.656956031802,8.158246782462031e+22,3.640223928941851,1,0.8454677315222049
 Sheilah,0,23072.324460382348,19636.562187907704,7.37456344909826e+25,3.75,1,1.1749676058159713
 Susie,1,23079.04750384097,22235.241104152632,3985573739461.5225,3.8073549220576055,1,1.0379490555436681
 Marcie,0,23092.93992708436,20777.690788373875,2.8452899611329634e+21,3.906890595608518,1,1.1114295694498437
 Darin,1,23143.73703710091,46063.79112237021,5602779364235744.0,3.8073549220576055,1,0.5024279694135182
 Caron,1,23180.913345664605,16768.74529665927,1624857679085890.5,3.8073549220576055,1,1.3823880639586548
 Lucie,1,23216.710150054914,22950.910772563373,935749212617.4302,3.8073549220576055,1,1.0115812126205157
 Carmina,0,23229.95435201044,16917.00228644341,4.4192659902822005e+23,4.0,1,1.3731720288662472
 Audie,0,23277.855903557174,21873.42452838847,918527493273.6597,3.8073549220576055,1,1.0642072014533417
 Oma,1,23296.644253183353,30186.50535427199,1319177002813447.0,3.584962500721156,1,0.7717569152100083
 Rickie,1,23321.1851920153,18801.84139637371,5.372742602617716e+21,3.373557262275185,1,1.2403670842853312
 Wonda,0,23342.679719029064,15059.845106176097,267046334781.6981,3.6644977792004623,1,1.5499946748759152
 Queenie,1,23436.968213154993,23954.007459505287,747518257908991.1,3.875,1,0.9784153341680152
 Tanya,1,23515.86646835157,28660.445315477176,1530073631986903.8,3.8073549220576055,1,0.8204989911881293
 Cassie,1,23676.312128440026,22088.605226574706,10124198390146.299,3.906890595608518,1,1.0718790021180313
 Thad,1,23710.409108537704,19844.541129992765,1012111950089074.1,3.3927474104487847,1,1.1948076276100998
 Phyliss,1,23825.10237892201,22116.42897871345,75444195593222.58,4.0,1,1.0772581053592836
 Amie,1,24008.850829967323,23560.64988022876,4.4287853496332776e+16,3.7004397181410926,1,1.0190232846724094
 Evelyn,1,24106.726792711564,26567.06369894941,4.599519755676657e+16,3.906890595608518,1,0.9073914628233779
 Phyllis,1,24145.887488491207,28994.56622730625,9.335821245739311e+20,3.75,1,0.8327728478224758
 Maire,0,24207.402585307285,39613.094674251406,7033037903506155.0,3.8073549220576055,1,0.6110959717833443
 Margurite,1,24208.23369478619,23300.899275976662,2.1734210966354973e+19,4.058813890331201,1,1.0389398884593692
 Ligia,1,24248.692401583838,29446.460040419595,64259399658959.7,3.6644977792004623,1,0.8234841257081137
 Herma,1,24274.583486524654,27380.582639305958,1.2224450221043686e+18,3.6644977792004623,1,0.8865619773801849
 Gladys,1,24337.61014382923,24636.5443007738,1.7851571168765516e+16,3.906890595608518,1,0.9878662302108994
 Jannette,1,24553.932884069098,27591.028723222502,1.8820267842818465e+23,4.08746284125034,1,0.8899245160584688
 Miriam,1,24565.87818090466,25135.39759567537,34070545059684.92,3.906890595608518,1,0.9773419372976738
 Sherri,1,24573.938682408305,23817.87807297395,49208064005154.12,3.906890595608518,1,1.0317434074991028
 Jamar,1,24615.407657344498,22632.679901120166,2643246124017003.0,3.6644977792004623,1,1.0876046391716168
 Vonda,0,24649.634625660365,28866.946487264973,6367189381905260.0,3.8073549220576055,1,0.8539051623120191
 Mindi,0,24691.20779151551,26499.375401864123,9.350379436868986e+16,3.8073549220576055,1,0.9317656517209302
 Birdie,1,24709.48731424561,21498.132701542425,186440761914565.03,3.7735572622751845,1,1.1493783044921282
 Cindi,1,24775.934984916454,21887.165233597832,7.89196267263317e+25,3.8073549220576055,1,1.131984645818099
 Kaycee,1,24797.44595494816,20618.69124160284,2.5896756144707192e+23,3.7735572622751845,1,1.202668281142585
 Lacey,1,24831.94972350715,27589.75257924596,3.113568207125149e+16,3.8073549220576055,1,0.9000424941174234
 Miesha,0,24883.427586459486,25498.5191300272,2.5043425100738378e+23,3.773557262275185,1,0.9758773621153795
 Jaclyn,1,25000.373453283803,20561.686998860845,6.879956951524563e+20,3.906890595608518,1,1.2158717061819329
 Kecia,1,25053.287560191013,35269.49471393625,2595732807261943.5,3.8073549220576055,1,0.7103387151812968
 Stacey,1,25056.03536870992,29055.089034064476,1220923881309594.5,3.906890595608518,1,0.8623630558947513
 Roni,0,25104.398274879262,36206.43379646633,2259224285107647.0,3.546593564294939,1,0.6933684332459553
 Fredric,1,25201.21204545529,25480.1783394783,1.0810275418578279e+20,4.0,1,0.9890516349490855
 Katelyn,1,25254.322430978136,23329.938595199634,1.5797048267331925e+24,4.0,1,1.082485593690095
 Jaimie,0,25296.951628567338,27804.84233883119,1.5191219929844944e+22,3.7735572622751845,1,0.9098038147563445
 Zackary,0,25333.648300251483,25076.988352915847,2.693946206222458e+23,4.0,1,1.0102348792336457
 Aida,1,25350.324220631825,40385.109959929585,2.1519906196311255e+18,3.546593564294939,1,0.6277146266479059
 Rolando,1,25373.906737121113,68185.53446223067,1238425094647214.0,4.0,1,0.3721303490137813
 Adolfo,1,25412.12062722366,36422.36436434483,5.802833352964709e+22,3.773557262275185,1,0.6977065072716834
 Delma,1,25429.40597758096,29951.39215811607,101936101706700.22,3.6644977792004623,1,0.8490225043075413
 Phillis,0,25454.25151148975,25209.529094613485,6.406568404321426e+19,3.75,1,1.0097075362240129
 Retha,1,25465.43263435175,37415.18384941984,791705118689129.2,3.8073549220576055,1,0.6806175999786412
 Faye,1,25481.599916944895,57891.71574098953,3.841474297270456e+16,3.7004397181410926,1,0.44015969453990383
 Graig,1,25482.790700989077,26786.362990589583,6082202598220.602,3.8073549220576055,1,0.9513344797851627
 Shelly,1,25487.724542008713,29861.835752432737,121133878100986.27,3.906890595608518,1,0.853521690806712
 Leland,1,25572.35583093972,13644.157208586501,239323456580002.34,3.7735572622751845,1,1.8742349153560471
 Mandi,0,25612.08984202568,25114.88680720602,12819929840248.367,3.8073549220576055,1,1.0197971441653881
 Glenda,1,25639.95015918266,29691.226364862607,5018430426709524.0,3.7735572622751845,1,0.8635530861576558
 Consuelo,1,25681.3566152816,22032.694976612176,1.5333776949910651e+26,4.08746284125034,1,1.1656021491035253
 Jocelyn,0,25691.877933684023,28023.199031254026,8.260276679710753e+23,4.0,1,0.9168074603127966
 Joni,0,25700.712309351657,36688.2895852762,1.0738593801214652e+16,3.546593564294939,1,0.700515412407394
 Randi,0,25709.880725179923,67934.47416886606,2013454679103910.2,3.8073549220576055,1,0.3784511625315943
 Mandy,1,25739.884776424326,27169.241209980388,28474499828279.85,3.8073549220576055,1,0.9473906384610035
 Annalee,1,25748.02354818119,23605.86751546588,1.3566724314452815e+25,3.875,1,1.0907467616393183
 Zola,1,25753.561347706098,29840.029213598045,9892403339650612.0,3.546593564294939,1,0.8630541600130287
 Bernadette,1,25788.190367080413,22128.095859162866,9.08547972480603e+22,4.0374011976541135,1,1.1654048559447994
 Lizzie,0,25805.017832689624,25417.68314244362,1.5850505608373453e+21,3.906890595608518,1,1.0152387882119442
 Adah,0,25807.577356222133,24656.57037966419,58821707270583.46,3.546593564294939,1,1.0466815521718806
 Shawana,0,25822.17641397748,28209.474013111798,1.5078234229855652e+22,4.0,1,0.9153724880504791
 Vilma,0,25841.835398846866,28971.97003923899,43872201719684.43,3.8073549220576055,1,0.8919598965430124
 Maris,1,25890.55453790776,23121.698021270244,43470051167847.53,3.521640636343319,1,1.11975143495475
 Kurtis,1,25920.99192055516,18892.26817586557,3.63487704848877e+23,3.906890595608518,1,1.3720423444797707
 Lorna,1,25941.480686424067,16685.506729858622,3.7172077152245576e+22,3.8073549220576055,1,1.554731366953449
 Ernestina,0,25943.96714782665,30512.056807173354,2.816428431653219e+26,3.725480556997868,1,0.8502857513600083
 Sharlene,0,25949.67082762915,36589.37022753833,2.2667925629656724e+24,3.969815782426811,1,0.7092133771709084
 Kori,1,25967.730435465797,27898.072132011454,5105710669729375.0,3.546593564294939,1,0.9308073444139282
 Orville,1,25968.12667461,14233.86534501143,2.053835495030856e+18,4.0,1,1.8243903567424922
 Marci,1,26002.176274273977,28394.103165658093,342498697583356.2,3.8073549220576055,1,0.9157597309050745
 Chanda,1,26038.30666968265,36857.92077495192,8536214390717769.0,3.773557262275185,1,0.7064507742763907
 Beulah,1,26050.402693720964,26896.613585224666,2.6336288497026316e+26,3.773557262275185,1,0.9685383853687604
 Candi,1,26159.944200132097,24433.40078547054,438780987209.7037,3.6644977792004623,1,1.070663246177677
 Edwina,0,26169.3887479311,25986.89304239071,2.1721814043717738e+26,3.906890595608518,1,1.0070226057898763
 Lola,1,26192.546674460886,29508.81257657755,8148917811981989.0,3.546593564294939,1,0.887617778807239
 Geri,0,26211.512719527433,28403.2843381225,1587957348476.7964,3.546593564294939,1,0.922833866939349
 Evangeline,1,26259.05054364467,24443.888713831057,4.114397027234126e+20,3.892407118592879,1,1.0742583085311848
 Madlyn,0,26324.26715130934,26289.720561139275,3637324283275881.5,3.906890595608518,1,1.0013140721708975
 Charleen,1,26329.815891843868,28805.95022318467,704452647184912.2,3.969815782426811,1,0.9140408730780952
 Cheri,1,26415.429456090333,26443.35663043649,12838649331810.342,3.8073549220576055,1,0.9989438869377871
 Dessie,1,26451.73044824436,20740.174988739687,3.9248844554615495e+20,3.906890595608518,1,1.2753860785941107
 Kimberley,1,26505.845765744045,22022.01995772897,7.40868340040321e+23,4.169925001442313,1,1.203606472822281
 Holli,1,26511.98901801894,19268.11859591892,1.790479659619268e+23,3.6644977792004623,1,1.3759511021296238
 Patti,1,26617.226250030286,56335.34289647501,2.6816994238092176e+16,3.8073549220576055,1,0.4724782859481941
 Janey,0,26635.1535050346,37630.4272428038,2.1728830797890852e+16,3.8073549220576055,1,0.7078089582447707
 Irene,1,26697.79034791194,28556.142540535893,3989854376105246.5,3.8073549220576055,1,0.9349228562651278
 Joeann,0,26746.94981498881,20556.589251167672,1.1064222748084884e+21,3.906890595608518,1,1.3011375325052772
 Joann,1,26780.79465776236,29547.1666073487,278319911246166.53,3.8073549220576055,1,0.9063743746955989
 Iola,0,26800.212212350016,30687.55838112845,2.978228580379659e+17,3.546593564294939,1,0.8733250094224183
 Eboni,0,26803.202744053677,24443.70222247159,1.6689143721549237e+20,3.8073549220576055,1,1.096527952276106
 Cinda,0,26842.59641502045,30664.44699866431,5366703952757972.0,3.6644977792004623,1,0.8753654163790943
 Althea,1,26873.166328843337,20469.56429050587,2.9887865116708814e+22,3.7735572622751845,1,1.3128352879160972
 Shyla,0,26930.108469341092,16657.476493816812,1.7593531997562627e+17,3.8073549220576055,1,1.6166979721890913
 Evangelina,0,26972.59520884679,27408.197106587097,134559507077023.25,3.787143960698142,1,0.9841068751787538
 Angelyn,1,27174.06101044621,23498.088994470272,1.8619588595372953e+25,3.875,1,1.1564370624709521
 Breann,1,27188.110681810605,27238.510685474328,6906869401060.032,3.906890595608518,1,0.9981496784370594
 Inell,0,27191.844657009584,26577.808473526595,6.72666419653608e+17,3.8073549220576055,1,1.0231033414246555
 Keenan,0,27248.90333481201,27005.721126473363,1655010032369749.2,3.906890595608518,1,1.0090048403891818
 Elia,1,27305.092198892642,28176.040395067244,43964932882595.266,3.3927474104487847,1,0.9690890492786531
 Kristina,1,27349.70937471424,34517.95707247644,3.5808362711888985e+22,3.8521687236032816,1,0.7923327941247733
 Annamae,0,27371.484064157128,25435.45741465204,3.4461238505817315e+22,3.875,1,1.0761152676731438
 Erika,1,27379.564284065247,43389.04648785771,1.7526804364379534e+16,3.8073549220576055,1,0.6310247977384645
 Camille,0,27392.91035244052,29394.44139663789,180459346618828.25,3.875,1,0.9319078387240145
 Iona,1,27412.824010461816,17563.575427301286,3890635025475.7603,3.3927474104487847,1,1.560776968444056
 Patsy,1,27435.054489784394,23217.197261128887,5.533782124309514e+24,3.8073549220576055,1,1.1816695263091554
 Christi,1,27486.724868805253,24162.058074370772,29322396076539.934,4.0,1,1.1375986591953866
 Selina,0,27493.278995974426,26708.320546280283,3.4531836374033465e+20,3.7735572622751845,1,1.0293900340283082
 Eileen,1,27539.884523396882,34391.02535838997,8995015000240545.0,3.7735572622751845,1,0.8007869563760566
 Nannette,0,27543.102061204794,26427.146202076492,8.302398702041872e+22,3.969815782426811,1,1.042227634062153
 Josefina,1,27636.45575437645,40840.22328865918,8.73021291401539e+22,4.08746284125034,1,0.676696979814279
 Corina,1,27644.245102499568,26419.410047209018,11335515396009.402,3.906890595608518,1,1.0463611811581668
 Chelsie,0,27647.685767253097,27990.85373136354,3.703360785144183e+27,3.875,1,0.9877399965215807
 Christa,0,27657.1926644538,17334.45324043644,30471630837605.457,4.0,1,1.595504183537632
 Cristina,1,27664.552534801554,25988.578343243003,2.6027842962948506e+20,3.969815782426811,1,1.0644888754368629
 Marti,1,27724.612517083937,24258.985368561785,35451960708888.25,3.8073549220576055,1,1.1428595258981193
 Janeen,0,27760.382791849464,32957.37418148231,1.3275219513028398e+23,3.906890595608518,1,0.8423117278392626
 Cathleen,1,27763.93058332197,25946.763155230296,21118639166413.3,3.969815782426811,1,1.0700344554432553
 Jina,0,27767.823085046155,28162.447067495916,1735633594474640.2,3.546593564294939,1,0.9859875819205632
 Colleen,1,27785.91581381661,28405.42432987448,51074976468026.766,4.0,1,0.9781904854205496
 Karina,1,27804.550655957017,20055.91825322786,1.4122916995403905e+24,3.906890595608518,1,1.3863514153226102
 Keri,1,27846.87663395594,53027.442131192685,3.346301600790677e+16,3.546593564294939,1,0.5251408613121731
 Tamra,0,27858.77664515657,29149.28605773904,6357035008318.837,3.8073549220576055,1,0.9557275807707186
 Waldo,0,27870.734900834173,38283.505986661636,1.7498821533691203e+17,3.6644977792004623,1,0.7280089475228476
 Gretta,1,27871.904427950045,32257.411351272327,738854501139234.9,3.773557262275185,1,0.8640465325761701
 Silas,0,27877.32742221158,25843.388061256177,2229763498373.4727,3.6644977792004623,1,1.0787025043362886
 Irina,1,27879.746843290726,27334.63771952656,49852825110585.69,3.8073549220576055,1,1.0199420650588966
 Rebeca,1,27908.649892583468,60805.88734090202,2.1352333776046504e+16,3.506890595608518,1,0.45897940336133014
 Alleen,1,28001.626896901715,30995.537166792867,1.6341577365371086e+16,3.906890595608518,1,0.9034083437954196
 Shanae,0,28011.856562622885,21472.284706250783,1.5520349406180186e+25,3.7735572622751845,1,1.3045587344726466
 Catalina,1,28014.95557986241,25338.939903710045,4.332364266878041e+25,3.969815782426811,1,1.1056088252437328
 Albina,0,28052.812610584468,26824.273719515633,2.5938221126596235e+26,3.7735572622751845,1,1.0457995211320494
 Veola,0,28053.82925238752,29067.893455239315,164653946904783.88,3.8073549220576055,1,0.9651139424873247
 Joi,1,28161.53391701693,25828.579953914905,18188779688906.254,3.584962500721156,1,1.0903245152178185
 Candice,1,28163.467682482464,28243.674546249116,4259746267816.839,3.875,1,0.9971601831186904
 Sarina,1,28193.35048350371,27011.130147245138,71380507529543.81,3.7735572622751845,1,1.0437678960418895
 Lynne,1,28207.308432846436,28788.813109966708,22160191484651.21,3.8073549220576055,1,0.9798010194133723
 Pamila,0,28216.483024252924,19162.876508949972,2.1140840099134597e+20,3.640223928941851,1,1.4724555058878812
